0.9999979,0.001
0.9891618,0.0030357
0.9758121,0.0055268
0.9574376,0.0089976
0.9315834,0.0139837
0.9016322,0.0199055
0.8707898,0.0260833
0.8399634,0.0322472
0.8092952,0.0382822
0.7787921,0.0441214
0.7484503,0.0497218
0.7182678,0.0550003
0.6882508,0.059901
0.658375,0.0644109
0.6285808,0.0685028
0.598779,0.0721627
0.5689247,0.0753936
0.5389917,0.0782224
0.5089862,0.0806341
0.4789282,0.0826078
0.4488457,0.0841175
0.4187877,0.0851351
0.3887731,0.0856308
0.3588182,0.0855796
0.3289599,0.0849515
0.2992332,0.0837195
0.2696742,0.0818597
0.2403358,0.0793401
0.2113082,0.0761239
0.1826904,0.072166
0.1546283,0.0674128
0.1273392,0.0618114
0.101135,0.0553181
0.0764527,0.0479203
0.0540182,0.03974
0.0348482,0.03113
0.020035,0.0227665
0.0100356,0.0154241
0.0041977,0.00957
0,0
0.0001209,-0.0014656
0.0010059,-0.0040753
0.0027994,-0.0064104
0.0060276,-0.008509
0.0119707,-0.0105878
0.0227109,-0.0126946
0.0403478,-0.0145033
0.064249,-0.0156413
0.0918984,-0.0160685
0.1213212,-0.0159319
0.1515756,-0.0154033
0.1822458,-0.0145914
0.2131627,-0.0135661
0.2442524,-0.0123857
0.2754751,-0.0110962
0.3068076,-0.0097325
0.3382381,-0.0083288
0.3697316,-0.0069239
0.4011892,-0.0055351
0.4326007,-0.0041804
0.4639783,-0.0028737
0.495326,-0.001622
0.5266438,-0.0004364
0.5579286,0.0006722
0.5891795,0.0016938
0.6203865,0.0026153
0.6515426,0.0034188
0.6826429,0.0040872
0.7136883,0.0045996
0.744684,0.0049369
0.7756378,0.0050861
0.8065398,0.0050393
0.8373671,0.0047795
0.8681286,0.0042725
0.8989804,0.0034777
0.9298645,0.0023879
0.9565697,0.0012247
0.9753916,0.0002834
0.9889824,-0.0004325
1,-0.001
0.9999979,0.001
