1,0.0015
0.995,0.0017315
0.99,0.0021627
0.98,0.003124
0.97,0.004234
0.955,0.0061715
0.935,0.009335
0.91,0.013616
0.88,0.0187523
0.845,0.0248215
0.81,0.030763
0.77,0.037104
0.73,0.043324
0.69,0.0493227
0.65,0.05475
0.6,0.060666
0.55,0.06535
0.5,0.0691
0.45,0.07175
0.4,0.0738
0.35,0.07485
0.3,0.0751
0.25,0.0746
0.2,0.0732
0.15,0.07
0.114,0.0656
0.088,0.0606
0.0685,0.0553
0.0535,0.0497
0.0416,0.04425
0.03205,0.03921
0.0245,0.03434
0.0186,0.02992
0.01415,0.026098
0.01105,0.02306
0.009,0.020813
0.007,0.018356
0.0052,0.01582
0.0034,0.012793
0.00195,0.009688
0.0008,0.0062054
0.00012,0.0024033
0,0
0.00055,-0.0025
0.002,-0.0047
0.004,-0.00675
0.0062,-0.0084
0.0086,-0.00983
0.011,-0.01095
0.01465,-0.0123
0.01955,-0.0135
0.02615,-0.0148
0.0343,-0.01605
0.04449,-0.0174
0.0569,-0.0189
0.07245,-0.0205
0.0924,-0.0221
0.1185,-0.02385
0.15,-0.02555
0.2,-0.0276
0.25,-0.0291
0.3,-0.0301
0.35,-0.0308
0.4,-0.0311
0.45,-0.031
0.5,-0.03065
0.55,-0.03
0.6,-0.029066
0.65,-0.027775
0.69,-0.0264227
0.73,-0.024824
0.77,-0.022904
0.81,-0.020713
0.845,-0.0185215
0.88,-0.0160523
0.91,-0.013316
0.935,-0.010835
0.955,-0.0087715
0.97,-0.006784
0.98,-0.005224
0.99,-0.0035627
0.995,-0.0025315
1,-0.0015
1,0.0015
