1,0
0.99643,0.00105
0.98635,0.00429
0.97082,0.00949
0.95034,0.01595
0.92497,0.02334
0.89499,0.03168
0.86094,0.0409
0.8234,0.05079
0.78296,0.06114
0.74024,0.07163
0.69558,0.08195
0.6505001,0.0916
0.60449,0.1
0.55799,0.10678
0.51124,0.11182
0.46448,0.11504
0.41805,0.11644
0.37225,0.1161
0.32752,0.1141
0.28426,0.11056
0.2429,0.10554
0.20382,0.09917
0.16739,0.09156
0.13393,0.08284
0.10374,0.07318
0.07706,0.06276
0.05411,0.0518
0.03504,0.04056
0.02,0.02934
0.00907,0.01853
0.00236,0.0086
0.00084,0.00488
0.00021,0.00239
1e-05,0.00086
1e-05,-0.00056
8e-05,-0.00121
0.00021,-0.00183
0.00042,-0.00238
0.00073,-0.0029
0.00113,-0.00342
0.00163,-0.00393
0.00283,-0.00494
0.00431,-0.00595
0.00699,-0.00744
0.01374,-0.0103
0.02974,-0.01473
0.05122,-0.01851
0.07795,-0.02167
0.10965,-0.02425
0.14594,-0.02635
0.18634,-0.02803
0.23033,-0.02932
0.27737,-0.03024
0.32686,-0.03082
0.37817,-0.03105
0.43067,-0.03091
0.48369,-0.03036
0.53657,-0.02935
0.58866,-0.02778
0.63931,-0.02552
0.6878501,-0.02211
0.7345099,-0.01684
0.78027,-0.01029
0.82484,-0.00416
0.86691,0.00054
0.90514,0.00345
0.9383,0.00445
0.96513,0.00378
0.98456,0.00217
0.99616,0.00062
1,0
