1,0.003907
0.99754,0.005014
0.9907,0.008068
0.98037,0.012414
0.96698,0.017639
0.95044,0.023567
0.93064,0.030051
0.90775,0.036881
0.88202,0.04388
0.8537,0.050907
0.82309,0.05784
0.79048,0.064595
0.75616,0.071104
0.72043,0.077285
0.68359,0.083074
0.64594,0.088414
0.60778,0.093242
0.56937,0.097513
0.53099,0.10119
0.49265,0.104261
0.45435,0.106704
0.41638,0.10848
0.37887,0.109559
0.34204,0.109899
0.30609,0.109455
0.2712,0.108174
0.2376,0.105991
0.20549,0.102829
0.17504,0.098605
0.14648,0.093236
0.11999,0.086635
0.09576,0.07874
0.07395,0.069526
0.05468,0.059112
0.03811,0.047936
0.02433,0.036543
0.01338,0.02542
0.00548,0.015034
0.00098,0.005837
0,0.000174
0.00098,-0.004494
0.00548,-0.009308
0.01338,-0.012372
0.02433,-0.01394
0.03811,-0.014396
0.05468,-0.014139
0.07395,-0.013527
0.09576,-0.012851
0.11999,-0.012231
0.14648,-0.011689
0.17504,-0.011223
0.20549,-0.010819
0.2376,-0.010462
0.2712,-0.010135
0.30609,-0.009825
0.34204,-0.009519
0.37887,-0.009211
0.41638,-0.008896
0.45435,-0.008572
0.49265,-0.008238
0.53099,-0.007899
0.56937,-0.007554
0.60778,-0.007207
0.64594,-0.006862
0.68359,-0.006522
0.72043,-0.006191
0.75616,-0.005873
0.79048,-0.005571
0.82309,-0.005288
0.8537,-0.005028
0.88202,-0.004791
0.90775,-0.004581
0.93064,-0.004397
0.95044,-0.004241
0.96698,-0.004112
0.98037,-0.004007
0.9907,-0.003925
0.99754,-0.003869
1,-0.003849
1,0.003907
